"user_id","city","country","lat","long"
876120,"New York","USA",40.67,-73.94
474586,"Revere","USA",42.42,-70.99
357771,"Wellington","USA",26.66,-80.25
636686,"New York","USA",40.67,-73.94
364720,"Citrus Heights","USA",38.69,-121.29
79846,"Fort Smith","USA",35.37,-94.38
810283,"Yonkers","USA",40.95,-73.87
274253,"Cary","USA",35.78,-78.8
983351,"Fullerton","USA",33.88,-117.93
654072,"Woonsocket","USA",42,-71.5
517495,"Southfield","USA",42.48,-83.26
839513,"Nashville","USA",36.17,-86.78
522345,"Shreveport","USA",32.47,-93.8
474241,"North Fort Myers","USA",26.71,-81.89
929716,"Metairie","USA",30,-90.18
565003,"Florissant","USA",38.8,-90.32
370544,"Cary","USA",35.78,-78.8
519158,"Oklahoma City","USA",35.47,-97.51
805799,"Houston","USA",29.77,-95.39
736906,"Germantown","USA",39.18,-77.26
707573,"Birmingham","USA",33.53,-86.8
707162,"Seattle","USA",47.62,-122.35
188210,"Provo","USA",40.25,-111.64
344270,"New York","USA",40.67,-73.94
885183,"New York","USA",40.67,-73.94
349188,"Augusta-Richmond","USA",33.46,-81.99
261466,"Henderson","USA",36.03,-115
767872,"Dublin","USA",37.72,-121.91
402771,"North Bergen","USA",40.79,-74.03
722510,"New York","USA",40.67,-73.94
830553,"New York","USA",40.67,-73.94
558879,"San Antonio","USA",29.46,-98.51
690980,"Louisville","USA",38.22,-85.74
696028,"Louisville","USA",38.22,-85.74
511675,"New York","USA",40.67,-73.94
77463,"Janesville","USA",42.68,-89.02
375184,"New York","USA",40.67,-73.94
584486,"Conway","USA",35.09,-92.45
521354,"DeSoto","USA",32.6,-96.86
61526,"Pinellas Park","USA",27.86,-82.71
254475,"Milwaukee","USA",43.06,-87.97
582660,"Portsmouth","USA",36.86,-76.36
965903,"Chula Vista","USA",32.63,-117.04
926007,"Tulsa","USA",36.13,-95.92
930067,"Seattle","USA",47.62,-122.35
817938,"Arlington","USA",32.69,-97.13
330247,"Boynton Beach","USA",26.53,-80.08
501493,"Westland","USA",42.32,-83.38
283708,"Indianapolis","USA",39.78,-86.15
316144,"Charlotte","USA",35.2,-80.83
565864,"Green Bay","USA",44.52,-87.99
59289,"Bakersfield","USA",35.36,-119
223182,"Chicago","USA",41.84,-87.68
58293,"Downey","USA",33.94,-118.13
798291,"Indianapolis","USA",39.78,-86.15
318343,"Toledo","USA",41.66,-83.58
31219,"Toms River","USA",39.94,-74.17
859684,"Cedar Hill","USA",32.58,-96.96
669169,"Houston","USA",29.77,-95.39
78240,"Palm Bay","USA",27.99,-80.66
793256,"Fairfield","USA",39.33,-84.54
729215,"Tacoma","USA",47.25,-122.46
740911,"Fond du Lac","USA",43.77,-88.45
118598,"Utica","USA",43.1,-75.23
594365,"New York","USA",40.67,-73.94
721134,"Chula Vista","USA",32.63,-117.04
855123,"Evansville","USA",37.98,-87.54
51906,"Falmouth","USA",41.55,-70.6
879941,"Lincoln","USA",40.82,-96.69
643045,"New York","USA",40.67,-73.94
378743,"Garden Grove","USA",33.78,-117.96
624550,"Houston","USA",29.77,-95.39
750928,"Midland","USA",32.03,-102.1
220733,"Houston","USA",29.77,-95.39
407588,"Wilmington","USA",34.21,-77.91
524478,"Murrieta","USA",33.56,-117.21
101584,"Palmdale","USA",34.61,-118.09
486211,"Cranston","USA",41.77,-71.48
979308,"Taylor","USA",42.23,-83.27
518446,"Paradise","USA",36.08,-115.13
31304,"Highlands Ranch","USA",39.55,-104.97
121207,"Fountainbleau","USA",25.77,-80.35
949539,"Highlands Ranch","USA",39.55,-104.97
413090,"Syracuse","USA",43.04,-76.14
6017,"Bridgeport","USA",41.19,-73.2
57171,"Bakersfield","USA",35.36,-119
520658,"Grand Rapids","USA",42.96,-85.66
228772,"Houston","USA",29.77,-95.39
655823,"Jacksonville","USA",30.33,-81.66
230714,"Mishawaka","USA",41.67,-86.17
819268,"Hoover","USA",33.38,-86.82
757787,"Austin","USA",30.31,-97.75
221071,"New York","USA",40.67,-73.94
51841,"Canton","USA",42.31,-83.48
41169,"Memphis","USA",35.11,-90.01
822913,"Vancouver","USA",45.63,-122.64
740865,"New York","USA",40.67,-73.94
836120,"Diamond Bar","USA",34,-117.81
961478,"Beaumont","USA",30.09,-94.14
334802,"Nashville","USA",36.17,-86.78
678321,"New York","USA",40.67,-73.94
203770,"Arlington Heights","USA",42.09,-87.98
276491,"Syracuse","USA",43.04,-76.14
398795,"Winston-Salem","USA",36.1,-80.26
309813,"Pompano Beach","USA",26.24,-80.13
499850,"Billings","USA",45.79,-108.54
355895,"Columbus","USA",32.51,-84.87
948334,"Greeley","USA",40.42,-104.74
71376,"Philadelphia","USA",40.01,-75.13
816089,"Nashville","USA",36.17,-86.78
885810,"Richardson","USA",32.97,-96.71
446628,"Temecula","USA",33.5,-117.13
283633,"New York","USA",40.67,-73.94
788477,"Virginia Beach","USA",36.74,-76.04
405719,"Palmdale","USA",34.61,-118.09
674235,"San Antonio","USA",29.46,-98.51
610447,"Paradise","USA",36.08,-115.13
885041,"Redlands","USA",34.06,-117.17
328407,"Azusa","USA",34.14,-117.91
249941,"El Paso","USA",31.85,-106.44
489931,"Kendale Lakes","USA",25.71,-80.41
661708,"Amarillo","USA",35.2,-101.82
160914,"Fargo","USA",46.88,-96.82
422876,"New York","USA",40.67,-73.94
461666,"Fountain Valley","USA",33.71,-117.95
987284,"Oklahoma City","USA",35.47,-97.51
551207,"Indianapolis","USA",39.78,-86.15
223584,"Evansville","USA",37.98,-87.54
284065,"Memphis","USA",35.11,-90.01
379173,"Orange","USA",33.81,-117.82
997375,"Beavercreek","USA",39.73,-84.06
437115,"Tyler","USA",32.33,-95.3
246161,"Largo","USA",27.91,-82.78
358943,"Milwaukee","USA",43.06,-87.97
348334,"Rio Rancho","USA",35.27,-106.66
965600,"Grand Rapids","USA",42.96,-85.66
71941,"Rio Rancho","USA",35.27,-106.66
549736,"Tucson","USA",32.2,-110.89
239891,"Richmond","USA",37.95,-122.36
978251,"Orland Park","USA",41.61,-87.85
368106,"Los Angeles","USA",34.11,-118.41
177945,"Lakewood","USA",41.48,-81.8
740533,"Royal Oak","USA",42.51,-83.15
254956,"Fresno","USA",36.78,-119.79
797463,"Denton","USA",33.21,-97.13
865887,"New York","USA",40.67,-73.94
236624,"South Valley","USA",35.01,-106.68
772866,"New York","USA",40.67,-73.94
1544,"South Bend","USA",41.68,-86.27
833691,"Elk Grove","USA",38.4,-121.37
313028,"Palm Bay","USA",27.99,-80.66
666599,"Dubuque","USA",42.5,-90.69
217237,"Appleton","USA",44.27,-88.4
177398,"Bolingbrook","USA",41.7,-88.08
201547,"Tucson","USA",32.2,-110.89
919305,"Tulsa","USA",36.13,-95.92
915629,"Greensboro","USA",36.08,-79.83
462957,"Charlotte","USA",35.2,-80.83
110753,"Houston","USA",29.77,-95.39
422812,"Chino Hills","USA",33.97,-117.75
207312,"New York","USA",40.67,-73.94
173955,"Tampa","USA",27.96,-82.48
608288,"Oceanside","USA",33.23,-117.31
472339,"Lower Merion","USA",40.03,-75.28
735704,"Chicago","USA",41.84,-87.68
783785,"Raleigh","USA",35.82,-78.66
99883,"New York","USA",40.67,-73.94
195657,"Pompano Beach","USA",26.24,-80.13
206438,"Waukegan","USA",42.37,-87.87
188823,"Livonia","USA",42.4,-83.37
420223,"New York","USA",40.67,-73.94
314369,"Irondequoit","USA",43.21,-77.57
277033,"Miami","USA",25.78,-80.21
521380,"Brandon","USA",27.93,-82.29
92276,"Tyler","USA",32.33,-95.3
326947,"San Jose","USA",37.3,-121.85
37169,"Brentwood","USA",40.78,-73.25
348655,"Sunrise Manor","USA",36.19,-115.05
778209,"Elizabeth","USA",40.67,-74.19
520625,"Moreno Valley","USA",33.93,-117.21
152354,"Winston-Salem","USA",36.1,-80.26
772599,"Clarksville","USA",36.56,-87.35
333205,"Amarillo","USA",35.2,-101.82
235853,"Oxnard","USA",34.2,-119.21
837439,"Macon","USA",32.84,-83.66
319219,"Catalina Foothills","USA",32.3,-110.92
323121,"New York","USA",40.67,-73.94
338723,"Sunrise","USA",26.15,-80.3
424985,"Miami","USA",25.78,-80.21
314791,"Irving","USA",32.86,-96.97
495506,"Lewisville","USA",33.04,-96.98
382693,"Providence","USA",41.82,-71.42
579017,"Largo","USA",27.91,-82.78
336275,"Los Angeles","USA",34.11,-118.41
239207,"Austin","USA",30.31,-97.75
209434,"Anchorage","USA",61.18,-149.19
946462,"New York","USA",40.67,-73.94
716377,"Port Charlotte","USA",26.99,-82.11
644527,"Simi Valley","USA",34.26,-118.75
836242,"Worcester","USA",42.27,-71.81
769494,"Providence","USA",41.82,-71.42
468805,"DeKalb","USA",41.93,-88.75
510340,"Stamford","USA",41.1,-73.55
892305,"Nashville","USA",36.17,-86.78
163961,"Las Vegas","USA",36.21,-115.22
401360,"Norfolk","USA",36.92,-76.24
990695,"Hoffman Estates","USA",42.06,-88.14
596537,"Brea","USA",33.92,-117.87
613736,"Philadelphia","USA",40.01,-75.13
488319,"Seattle","USA",47.62,-122.35
336882,"Los Angeles","USA",34.11,-118.41
154879,"Tucson","USA",32.2,-110.89
757026,"Santa Ana","USA",33.74,-117.88
86397,"Rochester","USA",44.01,-92.48
39305,"New York","USA",40.67,-73.94
397193,"New York","USA",40.67,-73.94
38348,"New York","USA",40.67,-73.94
321349,"North Charleston","USA",32.91,-80.04
730041,"Mesa","USA",33.42,-111.74
459999,"Pomona","USA",34.06,-117.76
338879,"Chino","USA",34.01,-117.69
819557,"Chicago","USA",41.84,-87.68
225534,"Oklahoma City","USA",35.47,-97.51
303314,"San Rafael","USA",37.98,-122.51
905276,"Vancouver","USA",45.63,-122.64
758341,"Milwaukee","USA",43.06,-87.97
234832,"Raleigh","USA",35.82,-78.66
741963,"Tucson","USA",32.2,-110.89
428530,"Lancaster","USA",34.69,-118.18
611794,"Austin","USA",30.31,-97.75
963995,"Santa Rosa","USA",38.45,-122.7
356876,"Aurora","USA",41.77,-88.29
810186,"Philadelphia","USA",40.01,-75.13
957451,"Lewisville","USA",33.04,-96.98
221312,"Chula Vista","USA",32.63,-117.04
260552,"Fargo","USA",46.88,-96.82
30824,"Indianapolis","USA",39.78,-86.15
300031,"Riverside","USA",33.94,-117.4
627429,"Toledo","USA",41.66,-83.58
869235,"New York","USA",40.67,-73.94
854582,"New Orleans","USA",30.07,-89.93
361952,"New York","USA",40.67,-73.94
855852,"Norfolk","USA",36.92,-76.24
825697,"Detroit","USA",42.38,-83.1
736912,"Montgomery","USA",32.35,-86.28
911745,"Tonawanda CDP","USA",42.98,-78.88
544694,"San Antonio","USA",29.46,-98.51
791507,"Atlanta","USA",33.76,-84.42
420684,"Port Arthur","USA",29.9,-93.93
105968,"Schenectady","USA",42.8,-73.93
11301,"Tacoma","USA",47.25,-122.46
190776,"New York","USA",40.67,-73.94
28772,"Los Angeles","USA",34.11,-118.41
179942,"Lowell","USA",42.64,-71.32
675753,"Chicago","USA",41.84,-87.68
932534,"Henderson","USA",36.03,-115
528662,"Toms River","USA",39.94,-74.17
325895,"Warner Robins","USA",32.61,-83.63
133364,"Atlanta","USA",33.76,-84.42
894490,"Tucson","USA",32.2,-110.89
980763,"Los Angeles","USA",34.11,-118.41
198962,"Rialto","USA",34.11,-117.39
791993,"Los Angeles","USA",34.11,-118.41
796883,"Brentwood","USA",40.78,-73.25
233937,"Los Angeles","USA",34.11,-118.41
993269,"Philadelphia","USA",40.01,-75.13
590709,"Davis","USA",38.55,-121.74
610504,"Houston","USA",29.77,-95.39
362595,"Winston-Salem","USA",36.1,-80.26
773986,"Baton Rouge","USA",30.45,-91.13
741587,"Saint Petersburg","USA",59.93,30.31
609570,"New York","USA",40.67,-73.94
400871,"Pueblo","USA",38.27,-104.62
251866,"Los Angeles","USA",34.11,-118.41
772274,"Augusta-Richmond","USA",33.46,-81.99
719478,"New York","USA",40.67,-73.94
837065,"Apple Valley","USA",34.53,-117.21
462666,"Deerfield Beach","USA",26.31,-80.12
852402,"Fort Worth","USA",32.75,-97.34
255995,"New York","USA",40.67,-73.94
996289,"Raleigh","USA",35.82,-78.66
699836,"The Woodlands","USA",30.16,-95.49
90627,"Torrance","USA",33.83,-118.34
494172,"Euclid","USA",41.59,-81.52
992321,"Oakland","USA",37.77,-122.22
675218,"Fond du Lac","USA",43.77,-88.45
202237,"Santa Ana","USA",33.74,-117.88
659585,"Palmdale","USA",34.61,-118.09
132640,"Overland Park","USA",38.91,-94.68
479185,"South Bend","USA",41.68,-86.27
296385,"New York","USA",40.67,-73.94
50532,"Worcester","USA",42.27,-71.81
574344,"Pittsfield","USA",42.45,-73.26
999706,"Sunrise","USA",26.15,-80.3
14615,"Sunrise","USA",26.15,-80.3
647266,"Saint Petersburg","USA",59.93,-82.64
985172,"Newark","USA",40.07,-82.42
327463,"Pahrump","USA",36.2,-115.99
213002,"Austin","USA",30.31,-97.75
64526,"Columbia","USA",39.2,-76.86
570959,"Chicago","USA",41.84,-87.68
139957,"Springfield","USA",42.12,-72.54
915691,"Virginia Beach","USA",36.74,-76.04
163875,"Boca Raton","USA",26.37,-80.11
220305,"Chicago","USA",41.84,-87.68
512791,"Boulder","USA",40.03,-105.25
119697,"Santa Rosa","USA",38.45,-122.7
505828,"New York","USA",40.67,-73.94
358993,"Eagan","USA",44.82,-93.16
561310,"Houston","USA",29.77,-95.39
996252,"Lawton","USA",34.6,-98.42
155432,"Tampa","USA",27.96,-82.48
128134,"New York","USA",40.67,-73.94
274499,"Chicago","USA",41.84,-87.68
274146,"Lake Magdalene","USA",28.07,-82.47
161274,"State College","USA",40.79,-77.86
319417,"Brentwood","USA",37.93,-121.71
839698,"Jacksonville","USA",30.33,-81.66
541545,"Deerfield Beach","USA",26.31,-80.12
311595,"Los Angeles","USA",34.11,-118.41
504048,"Raleigh","USA",35.82,-78.66
562557,"Houston","USA",29.77,-95.39
483993,"Auburn","USA",47.3,-122.21
307115,"Glendale","USA",34.18,-118.25
330465,"Harrisonburg","USA",38.44,-78.87
416331,"Los Angeles","USA",34.11,-118.41
275094,"Cicero","USA",41.84,-87.76
678920,"Santa Monica","USA",34.01,-118.49
945282,"New York","USA",40.67,-73.94
330338,"Killeen","USA",31.1,-97.72
766908,"Huntsville","USA",34.71,-86.63
967688,"Los Angeles","USA",34.11,-118.41
45951,"New York","USA",40.67,-73.94
488113,"Los Angeles","USA",34.11,-118.41
525701,"Plantation","USA",26.13,-80.26
201016,"San Antonio","USA",29.46,-98.51
701042,"Clarksville","USA",36.56,-87.35
682973,"Santa Rosa","USA",38.45,-122.7
909215,"Daytona Beach","USA",29.19,-81.05
129234,"Salt Lake City","USA",40.78,-111.93
57373,"Mesa","USA",33.42,-111.74
81236,"Chicago","USA",41.84,-87.68
824402,"Walpole","USA",42.14,-71.25
954518,"Miami","USA",25.78,-80.21
525636,"Houston","USA",29.77,-95.39
221128,"San Jose","USA",37.3,-121.85
377188,"Las Vegas","USA",36.21,-115.22
600902,"Buffalo","USA",42.89,-78.86
494323,"Mobile","USA",30.68,-88.09
372610,"Dearborn Heights","USA",42.33,-83.27
647615,"Tulsa","USA",36.13,-95.92
115117,"Davie","USA",26.08,-80.29
202688,"Covina","USA",34.09,-117.88
955637,"Nashville","USA",36.17,-86.78
95286,"Joliet","USA",41.53,-88.12
310299,"Hammond","USA",41.62,-87.49
499223,"Toledo","USA",41.66,-83.58
85341,"Federal Way","USA",47.31,-122.34
528612,"Pittsburgh","USA",40.44,-79.98
310543,"East Orange","USA",40.77,-74.21
747942,"Lakewood","USA",40.09,-74.21
411602,"New York","USA",40.67,-73.94
834490,"San Antonio","USA",29.46,-98.51
358859,"New York","USA",40.67,-73.94
752406,"Concord","USA",35.41,-80.59
539255,"Worcester","USA",42.27,-71.81
417635,"Miramar","USA",25.98,-80.33
810787,"New York","USA",40.67,-73.94
77547,"Bridgewater","USA",41.99,-70.97
868817,"Jersey City","USA",40.71,-74.06
489522,"Owensboro","USA",37.76,-87.12
344490,"New York","USA",40.67,-73.94
487625,"Paterson","USA",40.91,-74.16
868343,"New York","USA",40.67,-73.94
478740,"Cleveland","USA",41.48,-81.68
541452,"Brockton","USA",42.08,-71.03
232400,"Minneapolis","USA",44.96,-93.27
80843,"New York","USA",40.67,-73.94
107090,"Bridgeport","USA",41.19,-73.2
10368,"Redlands","USA",34.06,-117.17
996387,"Paterson","USA",40.91,-74.16
367226,"New York","USA",40.67,-73.94
970992,"New York","USA",40.67,-73.94
531534,"Henderson","USA",36.03,-115
605929,"Fullerton","USA",33.88,-117.93
565107,"Houston","USA",29.77,-95.39
350409,"Huntington Beach","USA",33.69,-118.01
723174,"New York","USA",40.67,-73.94
375620,"Garden Grove","USA",33.78,-117.96
572536,"Tucson","USA",32.2,-110.89
627572,"Houston","USA",29.77,-95.39
112797,"Tucson","USA",32.2,-110.89
142022,"Wilmington","USA",34.21,-77.91
815728,"High Point","USA",35.98,-80
427095,"Wheaton-Glenmont","USA",39.06,-77.05
76543,"Salinas","USA",36.68,-121.64
949275,"San Jose","USA",37.3,-121.85
710821,"Fort Collins","USA",40.56,-105.07
950114,"Daytona Beach","USA",29.19,-81.05
237841,"Durham","USA",35.98,-78.91
624836,"Chicago","USA",41.84,-87.68
856259,"Bridgeport","USA",41.19,-73.2
172073,"New York","USA",40.67,-73.94
636590,"Omaha","USA",41.26,-96.01
244961,"Raleigh","USA",35.82,-78.66
912656,"Apple Valley","USA",34.53,-117.21
506516,"Salem","USA",42.53,-70.87
119330,"Richmond","USA",37.53,-77.47
39531,"Oakland","USA",37.77,-122.22
895667,"Falmouth","USA",41.55,-70.6
29284,"New York","USA",40.67,-73.94
519680,"San Antonio","USA",29.46,-98.51
489898,"Quincy","USA",42.26,-71.01
124049,"Henderson","USA",36.03,-115
745522,"Plantation","USA",26.13,-80.26
840300,"Racine","USA",42.73,-87.81
335888,"Hattiesburg","USA",31.31,-89.31
558312,"Saint Clair Shores","USA",42.49,-82.89
997106,"Los Angeles","USA",34.11,-118.41
355502,"Richmond","USA",37.53,-77.47
588010,"Escondido","USA",33.14,-117.07
859536,"Bossier City","USA",32.52,-93.66
927033,"Garden Grove","USA",33.78,-117.96
985989,"Edison","USA",40.53,-74.37
490439,"New York","USA",40.67,-73.94
237249,"San Jose","USA",37.3,-121.85
686102,"New York","USA",40.67,-73.94
936915,"Plano","USA",33.05,-96.75
392533,"Toms River","USA",39.94,-74.17
31892,"Mountain View","USA",37.4,-122.08
218382,"Broken Arrow","USA",36.04,-95.79
890623,"Sterling Heights","USA",42.58,-83.03
779606,"South Hill","USA",47.14,-122.27
19437,"Mesquite","USA",32.77,-96.6
842760,"Glendale","USA",33.58,-112.2
106293,"Chicago","USA",41.84,-87.68
516676,"Indianapolis","USA",39.78,-86.15
884548,"Flagstaff","USA",35.19,-111.62
919990,"Moore","USA",35.33,-97.47
103806,"Bloomington","USA",44.83,-93.32
398181,"Tucson","USA",32.2,-110.89
5460,"Dallas","USA",32.79,-96.77
217966,"San Bernardino","USA",34.14,-117.29
846434,"Chicago","USA",41.84,-87.68
288441,"Philadelphia","USA",40.01,-75.13
620288,"Jacksonville","USA",30.33,-81.66
846259,"Concord","USA",43.23,-71.56
179377,"New York","USA",40.67,-73.94
227741,"New York","USA",40.67,-73.94
786070,"Riverside","USA",33.94,-117.4
348846,"Los Angeles","USA",34.11,-118.41
197066,"Ann Arbor","USA",42.28,-83.73
939088,"Rancho Cordova","USA",38.6,-121.3
899799,"Fullerton","USA",33.88,-117.93
80827,"Louisville","USA",38.22,-85.74
121623,"Richmond","USA",37.53,-77.47
915933,"Las Vegas","USA",36.21,-115.22
769702,"Euless","USA",32.85,-97.08
692283,"Chula Vista","USA",32.63,-117.04
905773,"Warner Robins","USA",32.61,-83.63
481941,"Dublin","USA",37.72,-121.91
635714,"Seattle","USA",47.62,-122.35
276706,"Covina","USA",34.09,-117.88
482339,"Lake Forest","USA",33.63,-117.7
558652,"Chicago","USA",41.84,-87.68
685531,"Indianapolis","USA",39.78,-86.15
658072,"Altamonte Springs","USA",28.66,-81.4
238994,"Santa Rosa","USA",38.45,-122.7
397589,"Shreveport","USA",32.47,-93.8
917123,"Las Vegas","USA",36.21,-115.22
281884,"Houston","USA",29.77,-95.39
219225,"Union City","USA",40.77,-74.03
477995,"Los Angeles","USA",34.11,-118.41
465307,"Orange","USA",33.81,-117.82
809013,"Indianapolis","USA",39.78,-86.15
89656,"Coral Springs","USA",26.27,-80.26
738626,"Mobile","USA",30.68,-88.09
249967,"The Hammocks","USA",25.67,-80.44
986407,"Carlsbad","USA",33.12,-117.29
906360,"Royal Oak","USA",42.51,-83.15
37931,"Rancho Palos Verdes","USA",33.76,-118.36
841848,"New York","USA",40.67,-73.94
637691,"Lake Forest","USA",33.63,-117.7
297278,"Carson","USA",33.84,-118.26
561735,"New York","USA",40.67,-73.94
109991,"New York","USA",40.67,-73.94
943968,"Ogden","USA",41.23,-111.97
450979,"Oklahoma City","USA",35.47,-97.51
868164,"Camden","USA",39.94,-75.11
831461,"Salt Lake City","USA",40.78,-111.93
643381,"New York","USA",40.67,-73.94
16265,"Palmdale","USA",34.61,-118.09
577262,"Indianapolis","USA",39.78,-86.15
77979,"Scottsdale","USA",33.69,-111.87
392831,"Farmington Hills","USA",42.49,-83.38
409207,"Raleigh","USA",35.82,-78.66
466529,"Burlington","USA",36.08,-79.45
581755,"La Habra","USA",33.93,-117.95
168167,"Parma","USA",41.38,-81.73
603661,"Virginia Beach","USA",36.74,-76.04
436923,"Oak Lawn","USA",41.72,-87.75
605698,"Hammond","USA",41.62,-87.49
183507,"Alameda","USA",37.77,-122.26
715353,"Worcester","USA",42.27,-71.81
331163,"Aliso Viejo","USA",33.57,-117.73
642773,"Annandale","USA",38.83,-77.21
856243,"Pittsburgh","USA",40.44,-79.98
372342,"West Palm Beach","USA",26.75,-80.13
883182,"Naperville","USA",41.76,-88.15
238028,"New York","USA",40.67,-73.94
858030,"Plantation","USA",26.13,-80.26
502899,"New York","USA",40.67,-73.94
368299,"San Antonio","USA",29.46,-98.51
516092,"Worcester","USA",42.27,-71.81
27443,"South Gate","USA",33.94,-118.19
693994,"Los Angeles","USA",34.11,-118.41
358635,"Terre Haute","USA",39.47,-87.38
534241,"Redan","USA",33.74,-84.16
644667,"Oxnard","USA",34.2,-119.21
826788,"San Diego","USA",32.81,-117.14
991241,"Diamond Bar","USA",34,-117.81
594995,"Surprise","USA",33.66,-112.47
104776,"New York","USA",40.67,-73.94
241755,"Raleigh","USA",35.82,-78.66
782081,"Gainesville","USA",29.67,-82.34
79186,"New York","USA",40.67,-73.94
13023,"Sunrise","USA",26.15,-80.3
223250,"Shawnee","USA",39.02,-94.8
188233,"Camden","USA",39.94,-75.11
385908,"Concord","USA",37.97,-122
929741,"Quincy","USA",42.26,-71.01
404979,"Greenville","USA",34.84,-82.37
307442,"West Bloomfield Township","USA",42.57,-83.38
276657,"Scottsdale","USA",33.69,-111.87
427825,"South San Francisco","USA",37.66,-122.42
883502,"Fort Worth","USA",32.75,-97.34
919512,"New York","USA",40.67,-73.94
464616,"Rochester","USA",43.17,-77.62
839303,"Chicago","USA",41.84,-87.68
574519,"Cleveland","USA",41.48,-81.68
113331,"Cheektowaga","USA",42.91,-78.75
441059,"Port Orange","USA",29.11,-81.01
196387,"Rochester","USA",43.17,-77.62
379262,"Hutchinson","USA",38.07,-97.91
653459,"Joliet","USA",41.53,-88.12
854459,"Troy","USA",42.73,-73.68
619148,"New York","USA",40.67,-73.94
831881,"Beverly","USA",42.56,-70.84
259975,"Columbus","USA",39.99,-82.99
242146,"Rock Hill","USA",34.94,-81.03
526459,"New York","USA",40.67,-73.94
539857,"New York","USA",40.67,-73.94
516478,"Torrance","USA",33.83,-118.34
536193,"Salinas","USA",36.68,-121.64
612808,"Norfolk","USA",36.92,-76.24
581424,"New York","USA",40.67,-73.94
651058,"Frederick","USA",39.43,-77.42
602871,"Pueblo","USA",38.27,-104.62
438682,"Fresno","USA",36.78,-119.79
535999,"Lakeland","USA",28.04,-81.96
283813,"Taylor","USA",42.23,-83.27
176019,"Des Moines","USA",41.58,-93.62
849679,"Aspen Hill","USA",39.09,-77.08
195279,"East Orange","USA",40.77,-74.21
19430,"Dallas","USA",32.79,-96.77
409733,"Columbus","USA",39.99,-82.99
20393,"Leominster","USA",42.52,-71.77
455973,"Indianapolis","USA",39.78,-86.15
474407,"Durham","USA",35.98,-78.91
328545,"The Hammocks","USA",25.67,-80.44
169798,"Lake Charles","USA",30.21,-93.2
515069,"Allentown","USA",40.6,-75.48
527422,"Las Vegas","USA",36.21,-115.22
718209,"Victorville","USA",34.52,-117.33
703243,"Athens-Clarke","USA",33.95,-83.39
